filename,count,locations
IMG_22.jpg,59,"[[530, 365], [319, 829], [104, 152], [128, 572], [556, 200], [506, 979], [116, 859], [203, 326], [460, 766], [703, 628], [214, 720], [343, 61], [697, 328], [286, 534], [144, 413], [348, 263], [583, 562], [484, 529], [199, 872], [560, 302], [419, 236], [77, 248], [327, 744], [336, 437], [168, 233], [129, 686], [353, 616], [529, 48], [600, 961], [641, 225], [109, 492], [401, 354], [148, 50], [493, 827], [315, 160], [236, 57], [417, 984], [616, 748], [441, 624], [259, 793], [239, 427], [430, 133], [624, 642], [377, 510], [154, 954], [255, 644], [698, 559], [698, 393], [83, 768], [194, 518], [271, 247], [310, 352], [165, 788], [107, 326], [449, 441], [520, 907], [350, 936], [423, 910], [192, 138]]"
IMG_73.jpg,50,"[[163, 591], [538, 544], [56, 280], [442, 294], [559, 916], [639, 270], [152, 780], [261, 352], [339, 727], [157, 184], [240, 652], [422, 510], [577, 161], [58, 895], [167, 351], [110, 425], [687, 932], [620, 367], [401, 652], [357, 223], [522, 668], [351, 567], [261, 757], [244, 539], [453, 950], [676, 153], [60, 799], [528, 332], [72, 206], [58, 626], [201, 422], [244, 64], [232, 824], [398, 391], [458, 858], [72, 347], [130, 861], [701, 339], [190, 690], [284, 445], [632, 572], [470, 596], [136, 273], [332, 828], [99, 532], [348, 313], [173, 499], [259, 238], [468, 414], [662, 207]]"
IMG_149.jpg,48,"[[326, 508], [407, 914], [549, 77], [177, 176], [614, 294], [90, 656], [575, 776], [355, 729], [212, 399], [151, 975], [440, 360], [170, 575], [208, 845], [606, 169], [335, 592], [278, 327], [734, 485], [120, 247], [701, 188], [405, 630], [658, 812], [505, 285], [666, 387], [405, 541], [435, 770], [311, 433], [614, 379], [349, 803], [346, 955], [200, 493], [400, 459], [167, 657], [124, 868], [341, 141], [513, 357], [445, 695], [509, 126], [501, 201], [671, 284], [229, 740], [284, 256], [99, 974], [343, 667], [680, 474], [279, 184], [334, 891], [400, 841], [282, 858]]"
IMG_43.jpg,55,"[[161, 542], [181, 256], [598, 723], [479, 361], [73, 849], [424, 827], [546, 33], [363, 291], [117, 211], [281, 139], [254, 980], [319, 680], [664, 351], [550, 538], [280, 53], [121, 714], [146, 384], [250, 507], [160, 984], [606, 830], [594, 612], [303, 330], [324, 631], [102, 786], [575, 967], [158, 112], [706, 445], [63, 535], [504, 768], [338, 493], [718, 216], [145, 324], [384, 191], [481, 497], [465, 664], [223, 25], [150, 615], [173, 476], [45, 937], [118, 916], [54, 702], [551, 326], [334, 781], [548, 423], [351, 985], [222, 589], [87, 628], [208, 186], [323, 222], [236, 335], [103, 990], [180, 670], [261, 273], [262, 664], [148, 843]]"
IMG_63.jpg,50,"[[614, 460], [219, 651], [325, 24], [271, 855], [402, 646], [563, 772], [203, 350], [85, 921], [370, 183], [476, 332], [74, 801], [728, 567], [351, 710], [544, 43], [277, 228], [160, 893], [544, 651], [643, 325], [91, 339], [640, 790], [227, 128], [288, 677], [138, 652], [499, 625], [755, 22], [461, 43], [490, 811], [112, 571], [322, 845], [387, 42], [105, 859], [613, 629], [489, 522], [627, 722], [192, 20], [266, 760], [447, 274], [157, 825], [396, 784], [293, 266], [611, 397], [195, 706], [531, 129], [93, 732], [168, 408], [176, 589], [67, 974], [328, 278], [532, 294], [328, 95]]"
IMG_172.jpg,40,"[[466, 140], [112, 738], [538, 670], [552, 995], [351, 703], [608, 218], [217, 1003], [46, 334], [144, 536], [391, 358], [507, 111], [604, 933], [319, 650], [73, 836], [621, 165], [248, 728], [644, 682], [525, 844], [460, 660], [377, 652], [573, 209], [667, 181], [95, 175], [464, 311], [466, 924], [502, 30], [320, 721], [466, 432], [156, 715], [653, 836], [565, 149], [482, 691], [558, 633], [594, 992], [409, 50], [90, 711], [584, 678], [484, 71], [217, 693], [628, 87]]"
IMG_203.jpg,49,"[[287, 698], [379, 54], [217, 218], [449, 474], [455, 808], [181, 902], [141, 485], [53, 250], [92, 638], [309, 186], [270, 894], [101, 141], [642, 892], [185, 289], [444, 570], [179, 570], [168, 813], [320, 108], [297, 806], [184, 432], [298, 569], [246, 140], [72, 898], [258, 338], [92, 200], [116, 565], [392, 143], [102, 296], [392, 533], [70, 808], [190, 706], [166, 161], [384, 434], [204, 980], [387, 788], [230, 828], [272, 265], [504, 627], [264, 638], [316, 34], [176, 637], [258, 62], [123, 373], [69, 765], [254, 747], [196, 364], [54, 857], [240, 570], [153, 962]]"
IMG_210.jpg,26,"[[104, 231], [152, 829], [134, 424], [397, 966], [212, 559], [145, 341], [259, 99], [236, 993], [109, 800], [169, 90], [100, 376], [226, 383], [139, 714], [376, 926], [138, 274], [426, 921], [91, 293], [25, 883], [144, 509], [138, 145], [168, 574], [362, 999], [283, 976], [352, 958], [178, 531], [489, 969]]"
IMG_95.jpg,44,"[[123, 428], [414, 309], [120, 876], [260, 173], [614, 494], [576, 288], [178, 261], [542, 670], [199, 851], [319, 333], [272, 236], [64, 342], [656, 956], [429, 451], [699, 631], [381, 199], [92, 581], [716, 314], [69, 829], [518, 507], [562, 448], [140, 350], [122, 502], [324, 846], [277, 410], [143, 785], [362, 434], [597, 217], [706, 441], [224, 959], [103, 24], [74, 756], [526, 333], [375, 267], [324, 100], [677, 279], [237, 799], [570, 390], [195, 199], [282, 47], [298, 466], [558, 585], [242, 317], [178, 37]]"
IMG_15.jpg,28,"[[99, 701], [402, 212], [689, 251], [221, 215], [190, 578], [141, 986], [596, 215], [84, 607], [281, 389], [177, 649], [264, 211], [236, 586], [53, 679], [728, 142], [226, 290], [166, 257], [246, 962], [141, 563], [173, 749], [253, 156], [316, 214], [84, 774], [237, 635], [143, 195], [174, 1005], [723, 235], [92, 59], [650, 245]]"
